ORDERKEY;PRODUCTKEY;QUANTITY;CATALOGPRICE;DISCOUNTAMOUNT;DISCOUNTPCTG;TRANSACTIONPRICE
SO58498;467;1;24,49;4,41;18;20,08
SO58499;536;1;29,99;3,9;13;26,09
SO58500;478;1;9,99;0,5;5;9,49
SO58500;477;1;4,99;1,4;28;3,59
SO58500;217;2;34,99;5,6;16;29,39
SO58500;467;2;24,49;11,27;46;13,22
SO58501;536;1;29,99;6,6;22;23,39
SO58501;528;1;4,99;1,6;32;3,39
SO58501;214;3;34,99;11,2;32;23,79
SO58502;478;2;9,99;3,4;34;6,59
SO58502;477;2;4,99;0,55;11;4,44
SO58502;225;2;8,99;2,34;26;6,65
SO58503;476;3;69,99;29,4;42;40,59
SO58504;528;1;4,99;2,35;47;2,64
SO58504;472;2;63,5;29,85;47;33,65
SO58505;485;1;21,98;1,54;7;20,44
SO58505;486;3;159;65,19;41;93,81
SO58506;485;2;21,98;8,57;39;13,41
SO58506;478;1;9,99;3,9;39;6,09
SO58506;477;3;4,99;1,65;33;3,34
SO58506;214;2;34,99;2,45;7;32,54
SO58507;540;3;32,6;7,17;22;25,43
SO58507;529;1;3,99;0,32;8;3,67
SO58508;537;3;35;3,85;11;31,15
SO58509;225;2;8,99;0,09;1;8,9
SO58509;477;2;4,99;0,2;4;4,79
SO58510;535;3;24,99;9,25;37;15,74
SO58510;480;3;2,29;0,18;8;2,11
SO58511;529;1;3,99;0,64;16;3,35
SO58511;225;1;8,99;2,43;27;6,56
SO58511;234;1;49,99;5,5;11;44,49
SO58512;529;2;3,99;1,24;31;2,75
SO58512;480;1;2,29;0,16;7;2,13
SO58513;530;2;4,99;0,5;10;4,49
SO58513;480;1;2,29;1,03;45;1,26
SO58514;541;2;28,99;0,58;2;28,41
SO58514;530;3;4,99;0,9;18;4,09
SO58514;480;1;2,29;0,78;34;1,51
SO58515;537;2;35;5,95;17;29,05
SO58516;485;2;21,98;2,86;13;19,12
SO58516;228;3;49,99;8,5;17;41,49
SO58517;485;1;21,98;1,76;8;20,22
SO58517;483;2;120;12;10;108
SO58518;372;2;2443,35;171,03;7;2272,32
SO58518;217;1;34,99;14,7;42;20,29
SO58519;581;2;1700,99;170,1;10;1530,89
SO58519;214;3;34,99;8,75;25;26,24
SO58520;581;2;1700,99;340,2;20;1360,79
SO58520;529;1;3,99;0,96;24;3,03
SO58520;539;2;24,99;4;16;20,99
SO58521;594;1;564,99;45,2;8;519,79
SO58521;535;1;24,99;1;4;23,99
SO58521;528;2;4,99;1;20;3,99
SO58521;480;2;2,29;0,23;10;2,06
SO58522;594;1;564,99;203,4;36;361,59
SO58522;535;2;24,99;0,75;3;24,24
SO58522;480;2;2,29;0,23;10;2,06
SO58523;588;2;769,49;269,32;35;500,17
SO58523;536;2;29,99;14,4;48;15,59
SO58524;363;2;2294,99;298,35;13;1996,64
SO58524;217;3;34,99;17,5;50;17,49
SO58524;465;2;24,49;2,45;10;22,04
SO58525;363;2;2294,99;665,55;29;1629,44
SO58525;485;2;21,98;10,77;49;11,21
SO58525;214;3;34,99;12,95;37;22,04
SO58796;528;3;4,99;0,95;19;4,04
SO58796;222;2;34,99;16,8;48;18,19
SO58797;528;2;4,99;0,55;11;4,44
SO58797;480;2;2,29;0,85;37;1,44
SO58798;528;2;4,99;1,85;37;3,14
SO58798;228;3;49,99;17;34;32,99
SO58799;485;1;21,98;8,13;37;13,85
SO58800;485;1;21,98;10,99;50;10,99
SO58800;222;3;34,99;6,65;19;28,34
SO58801;485;2;21,98;0,22;1;21,76
SO58801;478;2;9,99;1,1;11;8,89
SO58801;477;2;4,99;2,45;49;2,54
SO58801;225;2;8,99;1,98;22;7,01
SO58802;485;2;21,98;7,25;33;14,73
SO58802;214;1;34,99;3,15;9;31,84
SO58802;465;1;24,49;9,06;37;15,43
SO58803;477;2;4,99;1,35;27;3,64
SO58803;491;2;53,99;18,36;34;35,63
SO58804;539;1;24,99;4,25;17;20,74
SO58804;529;3;3,99;0,12;3;3,87
SO58805;529;2;3,99;0,6;15;3,39
SO58805;538;2;21,49;9,67;45;11,82
SO58805;480;3;2,29;1,12;49;1,17
SO58806;530;3;4,99;0,7;14;4,29
SO58807;537;2;35;15,05;43;19,95
SO58807;225;2;8,99;0,27;3;8,72
SO58807;485;1;21,98;3,08;14;18,9
SO58808;537;2;35;8,75;25;26,25
SO58809;485;3;21,98;2,2;10;19,78
SO58809;478;2;9,99;1,7;17;8,29
SO58809;487;2;54,99;22,55;41;32,44
SO58810;582;2;1700,99;765,45;45;935,54
SO58810;222;2;34,99;10,15;29;24,84
SO58811;363;2;2294,99;481,95;21;1813,04
SO58811;214;1;34,99;16,45;47;18,54
SO58812;357;1;2319,99;394,4;17;1925,59
SO58812;480;2;2,29;0,11;5;2,18
SO58812;484;3;7,95;2,46;31;5,49
SO58813;357;1;2319,99;510,4;22;1809,59
SO58813;537;1;35;1,4;4;33,6
SO58813;485;2;21,98;3,08;14;18,9
SO58814;570;2;742,35;89,08;12;653,27
SO58814;225;2;8,99;3,69;41;5,3
SO58814;217;1;34,99;6,3;18;28,69
SO58815;580;2;1700,99;255,15;15;1445,84
SO58815;539;1;24,99;7,75;31;17,24
SO58815;529;1;3,99;0,8;20;3,19
SO58816;581;3;1700,99;595,35;35;1105,64
SO58816;539;3;24,99;12;48;12,99
SO58816;480;2;2,29;0,09;4;2,2
SO58817;606;3;539,99;10,8;2;529,19
SO58817;479;2;8,99;0,99;11;8
SO58818;606;3;539,99;124,2;23;415,79
SO58818;538;2;21,49;4,08;19;17,41
SO58818;480;2;2,29;1,1;48;1,19
SO58819;380;2;2443,35;97,73;4;2345,62
SO58819;540;2;32,6;5,22;16;27,38
SO58820;575;2;2384,07;977,47;41;1406,6
SO58820;222;2;34,99;12,25;35;22,74
SO58821;576;1;2384,07;1168,19;49;1215,88
SO58821;214;3;34,99;6,3;18;28,69
SO58822;605;1;539,99;59,4;11;480,59
SO58822;479;2;8,99;4,32;48;4,67
SO58822;477;1;4,99;1,3;26;3,69
SO58823;605;1;539,99;54;10;485,99
SO58823;479;2;8,99;0,63;7;8,36
SO58823;477;2;4,99;2,05;41;2,94
SO58823;225;2;8,99;0,99;11;8
SO58824;584;2;539,99;102,6;19;437,39
SO58825;606;2;539,99;43,2;8;496,79
SO58826;584;3;539,99;205,2;38;334,79
SO58826;538;2;21,49;1,72;8;19,77
SO58826;480;2;2,29;0,66;29;1,63
SO58827;606;2;539,99;205,2;38;334,79
SO58827;538;1;21,49;1,93;9;19,56
SO58827;480;2;2,29;0,82;36;1,47
SO58828;605;2;539,99;86,4;16;453,59
SO58828;479;1;8,99;1,26;14;7,73
SO58828;477;3;4,99;1,5;30;3,49
SO58829;604;2;539,99;259,2;48;280,79
SO58829;479;2;8,99;1,53;17;7,46
SO58830;386;2;1120,49;100,84;9;1019,65
SO58830;489;3;53,99;21,6;40;32,39
SO58831;605;2;539,99;48,6;9;491,39
SO58831;538;2;21,49;1,72;8;19,77
SO58831;480;3;2,29;0,46;20;1,83
SO58832;584;2;539,99;178,2;33;361,79
SO58832;477;1;4,99;1,15;23;3,84
SO58832;479;3;8,99;2,07;23;6,92
SO58833;584;3;539,99;118,8;22;421,19
SO58833;538;1;21,49;7,52;35;13,97
SO58833;529;1;3,99;0,72;18;3,27
SO58833;480;2;2,29;1,05;46;1,24
SO58834;606;2;539,99;118,8;22;421,19
SO58834;479;2;8,99;4,32;48;4,67
SO58834;477;1;4,99;0,95;19;4,04
SO58835;604;2;539,99;21,6;4;518,39
SO58835;479;2;8,99;2,43;27;6,56
SO58835;477;2;4,99;1,75;35;3,24
SO58836;562;2;2384,07;333,77;14;2050,3
SO58836;477;2;4,99;0,95;19;4,04
SO58836;479;1;8,99;2,43;27;6,56
SO58836;467;3;24,49;9,8;40;14,69
SO58837;225;1;8,99;1,17;13;7,82
SO58837;579;3;1214,85;121,49;10;1093,36
SO58838;585;2;742,35;44,54;6;697,81
SO58838;541;2;28,99;13,34;46;15,65
SO58838;530;2;4,99;0,45;9;4,54
SO58838;480;2;2,29;0,98;43;1,31
SO58839;359;2;2294,99;229,5;10;2065,49
SO58840;228;3;49,99;11,5;23;38,49
SO58840;225;2;8,99;1,71;19;7,28
SO58841;536;1;29,99;3,9;13;26,09
SO58841;528;3;4,99;0,05;1;4,94
SO58841;480;2;2,29;0,53;23;1,76
SO58842;478;2;9,99;3,2;32;6,79
SO58842;477;3;4,99;0,25;5;4,74
SO58843;530;3;4,99;2,35;47;2,64
SO58844;592;2;564,99;101,7;18;463,29
SO58844;237;2;49,99;7;14;42,99
SO58845;596;1;539,99;21,6;4;518,39
SO58845;535;2;24,99;8,75;35;16,24
SO58845;528;3;4,99;1,2;24;3,79
SO58845;485;2;21,98;10,55;48;11,43
SO58845;478;3;9,99;4,4;44;5,59
SO58845;477;2;4,99;0,85;17;4,14
SO58845;217;1;34,99;15,05;43;19,94
SO58845;237;2;49,99;23;46;26,99
SO58846;589;2;769,49;30,78;4;738,71
SO58846;478;2;9,99;0,8;8;9,19
SO58846;477;2;4,99;2,15;43;2,84
SO58846;217;3;34,99;10,15;29;24,84
SO58847;225;2;8,99;2,88;32;6,11
SO58847;490;1;53,99;21,06;39;32,93
SO58848;529;2;3,99;1,8;45;2,19
SO58848;217;2;34,99;6,65;19;28,34
SO58849;529;3;3,99;0,24;6;3,75
SO58849;539;3;24,99;8,25;33;16,74
SO58850;539;3;24,99;1;4;23,99
SO58850;480;2;2,29;0,18;8;2,11
SO58851;529;1;3,99;1,32;33;2,67
SO58851;480;2;2,29;0,55;24;1,74
SO58852;530;2;4,99;0,9;18;4,09
SO58852;480;2;2,29;0,5;22;1,79
SO58853;538;1;21,49;5,37;25;16,12
SO58853;488;1;53,99;20,52;38;33,47
SO58854;541;1;28,99;6,96;24;22,03
SO58854;530;3;4,99;1;20;3,99
SO58854;477;2;4,99;1,45;29;3,54
SO58854;479;2;8,99;0,81;9;8,18
SO58854;222;2;34,99;16,45;47;18,54
SO58855;540;2;32,6;14,34;44;18,26
SO58855;529;3;3,99;1,2;30;2,79
SO58855;222;3;34,99;1,4;4;33,59
SO58856;528;3;4,99;2,4;48;2,59
SO58856;535;1;24,99;9,5;38;15,49
SO58856;214;2;34,99;15,4;44;19,59
SO58857;536;2;29,99;8,7;29;21,29
SO58857;528;1;4,99;1,15;23;3,84
SO58857;214;1;34,99;7,7;22;27,29
SO58858;529;1;3,99;0,28;7;3,71
SO58858;540;2;32,6;8,15;25;24,45
SO58858;222;2;34,99;4,55;13;30,44
SO58858;234;3;49,99;16,5;33;33,49
SO58858;481;2;8,99;1,62;18;7,37
SO58859;536;3;29,99;4,8;16;25,19
SO58859;528;1;4,99;1,6;32;3,39
SO58859;214;1;34,99;2,45;7;32,54
SO58859;228;1;49,99;8;16;41,99
SO58860;471;2;63,5;8,26;13;55,24
SO58860;536;2;29,99;9,6;32;20,39
SO58861;225;1;8,99;3,87;43;5,12
SO58861;474;2;69,99;25,2;36;44,79
SO58862;476;2;69,99;14;20;55,99
SO58862;471;3;63,5;27,31;43;36,19
SO58863;476;3;69,99;30,1;43;39,89
SO58863;237;2;49,99;0,5;1;49,49
SO58864;476;2;69,99;25,9;37;44,09
SO58864;237;1;49,99;2;4;47,99
SO58865;477;2;4,99;1,7;34;3,29
SO58865;489;3;53,99;21,06;39;32,93
SO58866;477;2;4,99;2,35;47;2,64
SO58867;485;2;21,98;1,32;6;20,66
SO58867;465;3;24,49;11,76;48;12,73
SO58868;528;1;4,99;0,45;9;4,54
SO58868;535;3;24,99;6,25;25;18,74
SO58868;222;1;34,99;3,85;11;31,14
SO58868;225;2;8,99;2,34;26;6,65
SO58869;476;3;69,99;30,1;43;39,89
SO58870;539;3;24,99;3,75;15;21,24
SO58871;529;1;3,99;1,12;28;2,87
SO58871;539;2;24,99;4,75;19;20,24
SO58872;539;2;24,99;5,75;23;19,24
SO58872;529;1;3,99;0,44;11;3,55
SO58872;214;2;34,99;9,45;27;25,54
SO58873;528;3;4,99;0,55;11;4,44
SO58873;536;1;29,99;13,5;45;16,49
SO58873;217;1;34,99;15,75;45;19,24
SO58874;530;2;4,99;0,2;4;4,79
SO58874;214;3;34,99;9,8;28;25,19
SO58875;530;3;4,99;0,35;7;4,64
SO58875;214;3;34,99;17,5;50;17,49
SO58876;538;1;21,49;1,07;5;20,42
SO58876;480;2;2,29;0,64;28;1,65
SO58877;530;3;4,99;1,3;26;3,69
SO58877;467;1;24,49;3,67;15;20,82
SO58878;537;2;35;0,7;2;34,3
SO58878;528;1;4,99;0,8;16;4,19
SO58878;480;1;2,29;0,48;21;1,81
SO58879;485;1;21,98;3,52;16;18,46
SO58879;217;2;34,99;11,55;33;23,44
SO58880;537;1;35;4,9;14;30,1
SO58881;225;1;8,99;0,09;1;8,9
SO58882;580;2;1700,99;697,41;41;1003,58
SO58882;214;2;34,99;2,1;6;32,89
SO58883;580;1;1700,99;629,37;37;1071,62
SO58883;491;3;53,99;20,52;38;33,47
SO58883;225;2;8,99;0,72;8;8,27
SO58884;593;2;564,99;242,95;43;322,04
SO58884;478;3;9,99;1,1;11;8,89
SO58884;477;3;4,99;0,2;4;4,79
SO58884;490;2;53,99;9,18;17;44,81
SO58885;587;2;769,49;323,19;42;446,3
SO58885;217;2;34,99;5,95;17;29,04
SO58886;353;2;2319,99;417,6;18;1902,39
SO58886;528;1;4,99;0,95;19;4,04
SO58886;537;2;35;17,15;49;17,85
SO58886;480;3;2,29;1,05;46;1,24
SO58887;560;1;1214,85;157,93;13;1056,92
SO58888;606;3;539,99;86,4;16;453,59
SO58888;477;1;4,99;1,1;22;3,89
SO58888;479;2;8,99;3,78;42;5,21
SO58889;361;2;2294,99;344,25;15;1950,74
SO58890;380;2;2443,35;342,07;14;2101,28
SO58890;540;3;32,6;15,32;47;17,28
SO58890;529;2;3,99;0,44;11;3,55
SO58890;214;2;34,99;11,2;32;23,79
SO58891;598;2;539,99;54;10;485,99
SO58891;478;2;9,99;3,3;33;6,69
SO58892;585;2;742,35;126,2;17;616,15
SO58892;214;2;34,99;10,15;29;24,84
SO58893;568;1;742,35;356,33;48;386,02
SO58894;578;1;1214,85;546,68;45;668,17
SO58894;541;2;28,99;2,03;7;26,96
SO58894;530;1;4,99;0,25;5;4,74
SO58894;484;2;7,95;3,34;42;4,61
SO58895;573;2;2384,07;238,41;10;2145,66
SO58895;214;1;34,99;4,2;12;30,79
SO58896;574;2;2384,07;1096,67;46;1287,4
SO58896;217;2;34,99;7,7;22;27,29
SO58897;386;3;1120,49;22,41;2;1098,08
SO58897;222;2;34,99;12,95;37;22,04
SO58898;384;3;1120,49;459,4;41;661,09
SO58899;605;2;539,99;54;10;485,99
SO58899;479;2;8,99;1,98;22;7,01
SO58899;477;2;4,99;1,25;25;3,74
SO58899;472;3;63,5;1,27;2;62,23
SO58900;561;2;2384,07;309,93;13;2074,14
SO58900;477;2;4,99;2,3;46;2,69
SO58900;479;3;8,99;1,26;14;7,73
SO58900;472;2;63,5;27,94;44;35,56
SO59077;357;1;2319,99;208,8;9;2111,19
SO59077;478;1;9,99;2,8;28;7,19
SO59077;477;2;4,99;2,05;41;2,94
SO59078;363;2;2294,99;275,4;12;2019,59
SO59078;478;2;9,99;1,4;14;8,59
SO59078;487;2;54,99;3,85;7;51,14
SO59079;353;1;2319,99;394,4;17;1925,59
SO59079;537;2;35;13,3;38;21,7
SO59079;528;1;4,99;1,75;35;3,24
SO59079;225;2;8,99;4,05;45;4,94
SO59079;217;2;34,99;14,35;41;20,64
SO59080;588;1;769,49;269,32;35;500,17
SO59080;231;1;49,99;15,5;31;34,49
SO59081;528;1;4,99;2,45;49;2,54
SO59081;536;2;29,99;10,8;36;19,19
SO59081;214;3;34,99;12,25;35;22,74
SO59081;490;2;53,99;24,3;45;29,69
SO59082;485;2;21,98;10,55;48;11,43
SO59082;478;2;9,99;2,8;28;7,19
SO59082;477;1;4,99;0,45;9;4,54
SO59082;491;2;53,99;8,64;16;45,35
SO59083;528;2;4,99;0,85;17;4,14
SO59083;214;3;34,99;3,85;11;31,14
SO59084;477;3;4,99;1,05;21;3,94
SO59084;222;3;34,99;11,55;33;23,44
SO59085;529;3;3,99;1,12;28;2,87
SO59085;480;1;2,29;0,55;24;1,74
SO59086;583;2;1700,99;170,1;10;1530,89
SO59086;217;3;34,99;3,85;11;31,14
SO59086;225;2;8,99;4,23;47;4,76
SO59087;583;2;1700,99;323,19;19;1377,8
SO59087;539;3;24,99;3;12;21,99
SO59087;529;1;3,99;0,48;12;3,51
SO59087;480;1;2,29;0,73;32;1,56
SO59088;378;3;2443,35;561,97;23;1881,38
SO59088;479;3;8,99;2,7;30;6,29
SO59088;477;1;4,99;2,15;43;2,84
SO59089;590;1;769,49;169,29;22;600,2
SO59089;231;1;49,99;21,5;43;28,49
SO59090;488;1;53,99;1,62;3;52,37
SO59091;539;2;24,99;11,25;45;13,74
SO59091;234;2;49,99;15;30;34,99
SO59092;480;1;2,29;0,46;20;1,83
SO59093;540;3;32,6;6,52;20;26,08
SO59093;480;1;2,29;0,09;4;2,2
SO59093;484;3;7,95;0,4;5;7,55
SO59094;540;3;32,6;16,3;50;16,3
SO59094;529;2;3,99;1,2;30;2,79
SO59094;480;2;2,29;0,73;32;1,56
SO59094;486;3;159;55,65;35;103,35
SO59095;540;2;32,6;11,08;34;21,52
SO59095;529;1;3,99;1,92;48;2,07
SO59096;536;2;29,99;1,2;4;28,79
SO59096;528;3;4,99;0,35;7;4,64
SO59096;222;2;34,99;12,25;35;22,74
SO59097;475;1;69,99;2,1;3;67,89
SO59098;477;1;4,99;0,15;3;4,84
SO59099;528;2;4,99;1,8;36;3,19
SO59099;222;3;34,99;14,35;41;20,64
SO59099;473;2;63,5;8,89;14;54,61
SO59100;528;2;4,99;2,4;48;2,59
SO59100;214;2;34,99;14,35;41;20,64
SO59101;485;2;21,98;3,52;16;18,46
SO59101;465;1;24,49;6,61;27;17,88
SO59101;237;2;49,99;5,5;11;44,49
SO59102;528;1;4,99;1,75;35;3,24
SO59102;535;2;24,99;1,75;7;23,24
SO59103;529;3;3,99;1,56;39;2,43
SO59103;539;3;24,99;6,25;25;18,74
SO59103;483;2;120;31,2;26;88,8
SO59104;529;1;3,99;0,24;6;3,75
SO59104;539;2;24,99;3;12;21,99
SO59104;222;1;34,99;7,7;22;27,29
SO59105;536;3;29,99;10,2;34;19,79
SO59105;480;3;2,29;1,15;50;1,14
SO59106;529;3;3,99;1,64;41;2,35
SO59106;480;2;2,29;0,78;34;1,51
SO59107;530;2;4,99;0,3;6;4,69
SO59107;214;3;34,99;3,85;11;31,14
SO59107;225;2;8,99;4,5;50;4,49
SO59108;529;1;3,99;0,2;5;3,79
SO59108;480;3;2,29;0,98;43;1,31
SO59109;485;3;21,98;2,42;11;19,56
SO59109;473;3;63,5;3,18;5;60,32
SO59110;485;2;21,98;3,08;14;18,9
SO59110;481;1;8,99;3,69;41;5,3
SO59111;485;3;21,98;0,66;3;21,32
SO59111;217;2;34,99;7,35;21;27,64
SO59111;463;2;24,49;6,37;26;18,12
SO59112;478;2;9,99;1,3;13;8,69
SO59112;477;2;4,99;0,2;4;4,79
SO59112;225;2;8,99;0,45;5;8,54
SO59113;591;3;564,99;180,8;32;384,19
SO59113;535;3;24,99;6,5;26;18,49
SO59113;480;2;2,29;0,55;24;1,74
SO59114;597;3;539,99;59,4;11;480,59
SO59114;535;2;24,99;6,75;27;18,24
SO59114;528;2;4,99;2,2;44;2,79
SO59114;214;2;34,99;4,9;14;30,09
SO59115;353;2;2319,99;765,6;33;1554,39
SO59115;485;2;21,98;0,44;2;21,54
SO59115;467;2;24,49;8,82;36;15,67
SO59116;359;1;2294,99;413,1;18;1881,89
SO59116;485;1;21,98;10,77;49;11,21
SO59116;478;1;9,99;5;50;4,99
SO59116;477;2;4,99;0,75;15;4,24
SO59116;214;2;34,99;14,7;42;20,29
SO59116;228;1;49,99;3,5;7;46,49
SO59117;357;2;2319,99;696;30;1623,99
SO59117;485;2;21,98;1,54;7;20,44
SO59117;225;2;8,99;2,7;30;6,29
SO59117;237;2;49,99;3,5;7;46,49
SO59118;586;3;742,35;222,71;30;519,64
SO59118;217;2;34,99;3,85;11;31,14
SO59119;586;2;742,35;289,52;39;452,83
SO59119;214;1;34,99;1,75;5;33,24
SO59120;579;2;1214,85;595,28;49;619,57
SO59120;479;3;8,99;1,62;18;7,37
SO59121;583;2;1700,99;493,29;29;1207,7
SO59122;378;1;2443,35;73,3;3;2370,05
SO59122;529;2;3,99;0,28;7;3,71
SO59122;540;3;32,6;10,11;31;22,49
SO59122;222;2;34,99;14,7;42;20,29
SO59123;376;2;2443,35;390,94;16;2052,41
SO59123;477;1;4,99;1,85;37;3,14
SO59123;479;3;8,99;4,41;49;4,58
SO59123;225;3;8,99;2,61;29;6,38
SO59124;386;3;1120,49;280,12;25;840,37
SO59124;477;2;4,99;0,5;10;4,49
SO59124;479;3;8,99;1,62;18;7,37
SO59124;225;1;8,99;1,35;15;7,64
SO59125;390;1;1120,49;403,38;36;717,11
SO59126;584;3;539,99;86,4;16;453,59
SO59126;222;2;34,99;11,9;34;23,09
SO59127;564;2;2384,07;190,73;8;2193,34
SO59127;214;1;34,99;6,3;18;28,69
SO59128;563;2;2384,07;214,57;9;2169,5
SO59128;222;2;34,99;17,15;49;17,84
SO59129;576;2;2384,07;739,06;31;1645,01
SO59129;217;2;34,99;16,45;47;18,54
SO59130;604;2;539,99;189;35;350,99
SO59130;479;1;8,99;0,72;8;8,27
SO59130;477;2;4,99;2,05;41;2,94
SO59130;487;2;54,99;4,95;9;50,04
SO59131;605;1;539,99;237,6;44;302,39
SO59132;386;2;1120,49;302,53;27;817,96
SO59132;539;3;24,99;1,75;7;23,24
SO59133;384;2;1120,49;347,35;31;773,14
SO59134;583;2;1700,99;391,23;23;1309,76
SO59134;222;2;34,99;12,6;36;22,39
SO59135;382;3;1120,49;268,92;24;851,57
SO59135;479;2;8,99;3,87;43;5,12
SO59135;477;3;4,99;1,85;37;3,14
SO59135;222;3;34,99;4,9;14;30,09
SO59136;382;1;1120,49;112,05;10;1008,44
SO59136;214;2;34,99;16,8;48;18,19
SO59137;388;3;1120,49;67,23;6;1053,26
SO59138;563;2;2384,07;572,18;24;1811,89
SO59138;477;1;4,99;1,6;32;3,39
SO59138;479;3;8,99;0,72;8;8,27
SO59139;573;1;2384,07;429,13;18;1954,94
SO59140;562;1;2384,07;333,77;14;2050,3
SO59140;479;2;8,99;4,05;45;4,94
SO59140;477;3;4,99;0,45;9;4,54
SO59140;222;2;34,99;0,7;2;34,29
SO59140;225;2;8,99;1,89;21;7,1
SO59141;574;1;2384,07;95,36;4;2288,71
SO59141;482;3;8,99;1,17;13;7,82
SO59142;606;2;539,99;43,2;8;496,79
SO59142;217;2;34,99;9,45;27;25,54
SO59143;528;1;4,99;2,5;50;2,49
SO59143;535;1;24,99;0,5;2;24,49
SO59144;529;3;3,99;0,44;11;3,55
SO59144;539;3;24,99;12;48;12,99
SO59144;217;3;34,99;10,85;31;24,14
SO59145;485;3;21,98;7,03;32;14,95
SO59145;214;3;34,99;8,75;25;26,24
SO59146;580;3;1700,99;238,14;14;1462,85
SO59146;479;2;8,99;2,79;31;6,2
SO59146;477;1;4,99;1,35;27;3,64
SO59147;581;3;1700,99;561,33;33;1139,66
SO59147;539;2;24,99;3,5;14;21,49
SO59147;529;1;3,99;0,48;12;3,51
SO59147;214;1;34,99;5,25;15;29,74
SO59148;580;1;1700,99;782,46;46;918,53
SO59148;539;1;24,99;1,5;6;23,49
SO59149;583;2;1700,99;816,48;48;884,51
SO59149;477;1;4,99;0,45;9;4,54
SO59149;479;2;8,99;0,99;11;8
SO59150;582;1;1700,99;51,03;3;1649,96
SO59150;539;2;24,99;9;36;15,99
SO59150;529;3;3,99;0,8;20;3,19
SO59150;480;2;2,29;0,78;34;1,51
SO59150;486;2;159;38,16;24;120,84
SO59151;353;2;2319,99;974,4;42;1345,59
SO59152;237;3;49,99;4,5;9;45,49
SO59153;539;3;24,99;1,5;6;23,49
SO59154;541;3;28,99;3,77;13;25,22
SO59154;530;1;4,99;0,8;16;4,19
SO59154;222;2;34,99;3,85;11;31,14
SO59155;530;1;4,99;0,05;1;4,94
SO59155;541;1;28,99;6,09;21;22,9
SO59155;480;2;2,29;1,05;46;1,24
SO59156;541;3;28,99;4,64;16;24,35
SO59157;529;2;3,99;0,44;11;3,55
SO59157;540;2;32,6;14,34;44;18,26
SO59157;217;2;34,99;14,7;42;20,29
SO59158;536;3;29,99;3,9;13;26,09
SO59158;528;2;4,99;0,95;19;4,04
SO59158;234;2;49,99;22,5;45;27,49
SO59159;478;1;9,99;4,8;48;5,19
SO59159;217;2;34,99;0,7;2;34,29
SO59160;478;1;9,99;4;40;5,99
SO59160;477;2;4,99;2,15;43;2,84
SO59161;536;2;29,99;7,2;24;22,79
SO59161;528;2;4,99;1,65;33;3,34
SO59161;485;1;21,98;3,3;15;18,68
SO59161;478;2;9,99;0,5;5;9,49
SO59161;477;2;4,99;1,55;31;3,44
SO59161;487;2;54,99;5,5;10;49,49
SO59162;477;3;4,99;2,45;49;2,54
SO59162;478;2;9,99;5;50;4,99
SO59163;475;2;69,99;23,8;34;46,19
SO59163;482;2;8,99;0,72;8;8,27
SO59164;476;2;69,99;18,2;26;51,79
SO59164;228;1;49,99;7;14;42,99
SO59164;467;1;24,49;9,31;38;15,18
SO59165;475;1;69,99;5,6;8;64,39
SO59165;231;3;49,99;10,5;21;39,49
SO59166;474;2;69,99;29,4;42;40,59
SO59166;234;2;49,99;5;10;44,99
SO59167;477;3;4,99;2,2;44;2,79
SO59167;214;2;34,99;13,3;38;21,69
SO59168;477;3;4,99;2,45;49;2,54
SO59168;489;2;53,99;16,74;31;37,25
SO59168;225;2;8,99;1,08;12;7,91
SO59169;485;2;21,98;0,88;4;21,1
SO59170;476;3;69,99;25,2;36;44,79
SO59170;234;2;49,99;22;44;27,99
SO59171;475;1;69,99;18,2;26;51,79
SO59171;490;2;53,99;13,5;25;40,49
SO59171;225;1;8,99;2,34;26;6,65
SO59172;528;1;4,99;1,55;31;3,44
SO59172;536;3;29,99;15;50;14,99
SO59172;217;2;34,99;12,6;36;22,39
SO59172;225;3;8,99;0,27;3;8,72
SO59173;539;3;24,99;8,25;33;16,74
SO59173;529;1;3,99;0,72;18;3,27
SO59173;480;2;2,29;0,37;16;1,92
SO59174;539;3;24,99;1,75;7;23,24
SO59174;480;2;2,29;0,98;43;1,31
SO59175;536;2;29,99;12,3;41;17,69
SO59175;528;2;4,99;0,15;3;4,84
SO59175;222;3;34,99;15,4;44;19,59
SO59176;529;2;3,99;0,8;20;3,19
SO59176;538;2;21,49;1,5;7;19,99
SO59177;541;3;28,99;6,09;21;22,9
SO59177;530;2;4,99;1,6;32;3,39
SO59177;487;3;54,99;20,35;37;34,64
SO59178;537;3;35;3,15;9;31,85
SO59178;528;2;4,99;2,2;44;2,79
SO59178;480;1;2,29;0,3;13;1,99
SO59179;530;2;4,99;1,3;26;3,69
SO59179;217;2;34,99;1,75;5;33,24
SO59180;530;2;4,99;2,15;43;2,84
SO59180;214;3;34,99;16,45;47;18,54
SO59180;225;2;8,99;2,43;27;6,56
SO59181;528;2;4,99;2,25;45;2,74
SO59181;537;2;35;2,45;7;32,55
SO59181;480;2;2,29;0,98;43;1,31
SO59182;528;3;4,99;1,1;22;3,89
SO59182;537;1;35;10,15;29;24,85
SO59183;528;1;4,99;0,7;14;4,29
SO59183;537;2;35;10,5;30;24,5
SO59183;480;2;2,29;1,1;48;1,19
SO59183;484;2;7,95;0,95;12;7
SO59184;528;1;4,99;2,45;49;2,54
SO59184;537;2;35;10,15;29;24,85
SO59184;485;2;21,98;10,33;47;11,65
