ORDERKEY;ORDERDATE;DELIVERYDATE;CUSTOMERKEY;CHANNELKEY;PAYMENTMETHODKEY;DELIVERYMETHODKEY;COUNTRYKEY;DELIVERYCOST;ORDERSTATUSKEY
SO74968;26-07-2020;02-08-2020;13295;1;4;3;1;5,81;4
SO74969;27-07-2020;03-08-2020;16622;2;3;2;8;1,44;4
SO74970;27-07-2020;03-08-2020;19582;2;4;1;8;5,49;4
SO74971;27-07-2020;03-08-2020;20257;1;3;3;2;7,95;4
SO74972;27-07-2020;03-08-2020;14054;2;2;2;6;9,92;4
SO74973;27-07-2020;03-08-2020;26446;1;1;3;2;6,58;4
SO74974;27-07-2020;03-08-2020;15758;2;1;1;8;5,35;4
SO74975;27-07-2020;03-08-2020;11331;2;1;3;7;3,73;4
SO74976;27-07-2020;03-08-2020;29262;2;3;3;1;2,79;4
SO74977;27-07-2020;03-08-2020;11502;2;1;3;3;4,6;4
SO74978;27-07-2020;03-08-2020;11219;1;3;3;1;7,99;4
SO74979;27-07-2020;03-08-2020;27735;2;3;2;1;9,2;4
SO74980;27-07-2020;03-08-2020;11642;1;2;4;8;5,91;4
SO74981;27-07-2020;03-08-2020;26172;2;4;1;4;2,48;4
SO74982;27-07-2020;03-08-2020;25877;1;4;3;1;5,8;4
SO74983;27-07-2020;03-08-2020;15251;2;1;4;7;2,27;4
SO74984;27-07-2020;03-08-2020;27562;2;1;2;2;9,16;4
SO74985;27-07-2020;03-08-2020;18668;1;3;3;1;3,51;4
SO74986;27-07-2020;03-08-2020;15361;2;3;2;4;0;4
SO74987;27-07-2020;03-08-2020;20745;1;4;4;9;7,02;4
SO74988;27-07-2020;03-08-2020;14258;1;4;4;4;1,22;4
SO74989;27-07-2020;03-08-2020;13875;1;1;2;4;1,84;4
SO74990;27-07-2020;03-08-2020;16035;2;3;2;10;9,53;4
SO74991;27-07-2020;03-08-2020;28406;1;2;2;9;4,84;4
SO74992;27-07-2020;03-08-2020;18003;1;1;4;3;1,52;4
SO74993;27-07-2020;03-08-2020;22493;2;4;1;2;4,64;4
SO74994;27-07-2020;03-08-2020;28566;1;1;1;6;0;4
SO74995;27-07-2020;03-08-2020;22538;2;2;4;9;5,29;4
SO74996;27-07-2020;03-08-2020;26371;2;3;1;8;6,02;4
SO74997;27-07-2020;03-08-2020;12801;1;3;4;6;6,58;4
SO74998;28-07-2020;04-08-2020;26031;2;1;4;9;0;4
SO74999;28-07-2020;04-08-2020;29288;2;4;3;10;1,69;4
SO75000;28-07-2020;04-08-2020;28138;1;4;2;8;2,3;4
SO75001;28-07-2020;04-08-2020;11123;1;1;3;2;2,18;4
SO75002;28-07-2020;04-08-2020;17305;2;4;2;10;5,73;4
SO75003;28-07-2020;04-08-2020;14321;1;2;4;9;2,79;4
SO75004;28-07-2020;04-08-2020;11229;2;2;4;4;3,27;4
SO75005;28-07-2020;04-08-2020;19640;2;3;4;3;1,88;4
SO75006;28-07-2020;04-08-2020;12945;2;1;3;8;7,15;4
SO75007;28-07-2020;04-08-2020;26605;2;2;1;4;7,34;4
SO75008;28-07-2020;04-08-2020;12444;1;1;3;7;7,68;4
SO75009;28-07-2020;04-08-2020;24635;1;3;2;4;5,79;4
SO75010;28-07-2020;04-08-2020;22277;2;3;4;1;6,56;4
SO75011;28-07-2020;04-08-2020;18535;1;4;3;8;2,13;4
SO75012;28-07-2020;04-08-2020;17391;1;4;1;1;9,57;4
SO75013;28-07-2020;04-08-2020;18503;1;2;1;4;4,85;4
SO75014;28-07-2020;04-08-2020;25177;1;3;3;7;3,07;4
SO75015;28-07-2020;04-08-2020;14397;1;4;2;1;6,73;4
SO75016;28-07-2020;04-08-2020;17686;2;4;3;9;4,88;4
SO75017;28-07-2020;04-08-2020;20551;2;1;2;7;6,45;4
SO75018;28-07-2020;04-08-2020;18172;2;3;1;2;0;4
SO75019;28-07-2020;04-08-2020;14168;1;1;3;9;7,5;4
SO75020;28-07-2020;04-08-2020;20169;1;3;4;3;4,75;4
SO75021;28-07-2020;04-08-2020;24859;1;4;1;9;3,23;4
SO75022;28-07-2020;04-08-2020;12606;1;4;3;6;2,47;4
SO75023;28-07-2020;04-08-2020;20947;1;4;3;8;9,89;4
SO75024;28-07-2020;04-08-2020;22820;2;1;1;10;3,02;4
SO75025;28-07-2020;04-08-2020;24131;2;3;2;3;6,13;4
SO75026;28-07-2020;04-08-2020;22394;1;4;2;7;4,16;4
SO75027;28-07-2020;04-08-2020;24118;2;2;1;3;5,3;4
SO75028;28-07-2020;04-08-2020;23934;1;3;1;9;7,25;4
SO75029;28-07-2020;04-08-2020;12088;2;2;2;1;4,5;4
SO75030;29-07-2020;05-08-2020;12038;1;2;4;9;4,86;4
SO75031;29-07-2020;05-08-2020;24306;2;2;4;7;4,37;4
SO75032;29-07-2020;05-08-2020;25817;2;4;1;3;1,67;4
SO75033;29-07-2020;05-08-2020;16175;2;3;3;3;3,5;4
SO75034;29-07-2020;05-08-2020;11118;1;3;3;3;2,75;4
SO75035;29-07-2020;05-08-2020;15263;2;2;2;6;8,31;4
SO75036;29-07-2020;05-08-2020;11711;2;1;1;6;0;4
SO75037;29-07-2020;05-08-2020;15761;2;3;3;8;9,06;4
SO75038;29-07-2020;05-08-2020;11185;2;1;1;9;5,81;4
SO75039;29-07-2020;05-08-2020;25908;1;4;2;4;5,91;4
SO75040;29-07-2020;05-08-2020;14079;1;1;2;8;2,71;4
SO75041;29-07-2020;05-08-2020;18926;1;1;3;8;7,15;4
SO75042;29-07-2020;05-08-2020;22356;2;3;4;4;7,78;4
SO75043;29-07-2020;05-08-2020;20365;2;4;1;1;4,23;4
SO75044;29-07-2020;05-08-2020;20473;1;4;1;1;6,89;4
SO75045;29-07-2020;05-08-2020;18674;1;3;1;9;3,71;4
SO75046;29-07-2020;05-08-2020;20298;1;2;2;4;9,97;4
SO75047;29-07-2020;05-08-2020;17584;1;4;2;4;1,51;4
SO75048;29-07-2020;05-08-2020;18774;2;1;1;4;2,46;4
SO75049;29-07-2020;05-08-2020;25066;2;1;4;6;2,65;4
SO75050;29-07-2020;05-08-2020;21364;1;4;2;2;9,28;4
SO75051;29-07-2020;05-08-2020;15300;1;4;3;1;7,45;4
SO75052;29-07-2020;05-08-2020;16303;2;3;2;9;0;4
SO75053;29-07-2020;05-08-2020;14933;1;4;2;8;4,4;4
SO75054;29-07-2020;05-08-2020;17851;1;1;2;8;4,01;4
SO75055;29-07-2020;05-08-2020;20134;1;1;2;7;8,59;4
SO75056;29-07-2020;05-08-2020;26369;2;3;2;9;2,58;4
SO75057;29-07-2020;05-08-2020;25802;2;2;1;8;6,67;4
SO75058;29-07-2020;05-08-2020;12643;1;1;4;8;4,09;4
SO75059;29-07-2020;05-08-2020;13338;2;3;1;4;3,31;4
SO75060;29-07-2020;05-08-2020;14514;1;3;1;4;5,45;4
SO75061;30-07-2020;06-08-2020;17283;1;3;1;8;7,16;4
SO75062;30-07-2020;06-08-2020;24374;1;3;1;9;2,38;4
SO75063;30-07-2020;06-08-2020;18732;1;2;3;9;9,65;4
SO75064;30-07-2020;06-08-2020;12351;2;1;1;6;4,15;4
SO75065;30-07-2020;06-08-2020;16640;2;4;1;10;9,27;4
SO75066;30-07-2020;06-08-2020;29216;2;1;2;1;0;4
SO75067;30-07-2020;06-08-2020;27392;1;3;1;4;5,54;4
SO75068;30-07-2020;06-08-2020;27640;1;3;1;4;3,73;4
SO75069;30-07-2020;06-08-2020;11502;2;2;1;3;6,05;4
SO75070;30-07-2020;06-08-2020;11176;2;1;1;2;6,65;4
SO75071;30-07-2020;06-08-2020;25858;1;3;1;1;6,08;4
SO75072;30-07-2020;06-08-2020;24775;1;2;3;4;4,94;4
SO75073;30-07-2020;06-08-2020;11875;2;2;4;10;6,89;4
SO75074;30-07-2020;06-08-2020;24672;1;4;2;1;8,37;4
SO75075;30-07-2020;06-08-2020;13175;1;3;4;2;6,84;4
SO75076;30-07-2020;06-08-2020;23273;2;1;1;1;3,51;4
SO75077;30-07-2020;06-08-2020;16370;1;1;2;3;5,17;4
SO75078;30-07-2020;06-08-2020;22341;1;4;1;1;8,24;4
SO75079;30-07-2020;06-08-2020;12939;1;4;4;10;8,09;4
SO75080;30-07-2020;06-08-2020;18805;2;1;2;1;6,21;4
SO75081;30-07-2020;06-08-2020;13929;1;3;4;1;2,83;4
SO75082;30-07-2020;06-08-2020;26361;1;1;1;10;4,28;4
SO75083;30-07-2020;06-08-2020;13423;1;2;1;10;3,93;4
SO75084;31-07-2020;07-08-2020;11078;1;1;3;9;8,85;4
SO75085;31-07-2020;07-08-2020;11927;1;2;3;1;4,08;4
SO75086;31-07-2020;07-08-2020;28789;1;3;3;4;1,54;4
SO75087;31-07-2020;07-08-2020;11794;1;2;3;4;6,32;4
SO75088;31-07-2020;07-08-2020;14680;1;4;1;9;3,97;4
SO75089;31-07-2020;07-08-2020;19585;1;3;4;8;1,17;4
SO75090;31-07-2020;07-08-2020;27686;2;1;3;3;6,9;4
SO75091;31-07-2020;07-08-2020;20601;2;3;2;7;1,8;4
SO75092;31-07-2020;07-08-2020;26564;2;1;1;6;6,63;4
SO75093;31-07-2020;07-08-2020;16170;1;2;3;9;9,22;4
SO75094;31-07-2020;07-08-2020;16927;2;1;3;9;1,06;4
SO75095;31-07-2020;07-08-2020;11657;2;1;2;4;0;4
SO75096;31-07-2020;07-08-2020;11287;1;4;3;10;7,26;4
SO75097;31-07-2020;07-08-2020;21717;1;4;3;4;2,5;4
SO75098;31-07-2020;07-08-2020;23381;2;4;4;1;1,66;4
SO75099;31-07-2020;07-08-2020;21163;2;2;3;4;9,61;4
SO75100;31-07-2020;07-08-2020;13350;2;1;1;6;5,14;4
SO75101;31-07-2020;07-08-2020;20201;2;2;1;4;9,05;4
SO75102;31-07-2020;07-08-2020;19893;1;3;2;1;0;4
SO75103;31-07-2020;07-08-2020;18529;2;4;4;5;6,67;4
SO75104;31-07-2020;07-08-2020;17151;2;3;1;1;1,59;4
SO75105;31-07-2020;07-08-2020;15160;1;3;1;4;0;4
SO75106;31-07-2020;07-08-2020;14474;1;4;3;4;8,38;4
SO75107;31-07-2020;07-08-2020;14029;1;2;3;1;4,27;4
SO75108;31-07-2020;07-08-2020;21347;2;2;3;2;3,1;4
SO75109;31-07-2020;07-08-2020;14114;1;4;3;4;2,83;4
SO75110;31-07-2020;07-08-2020;13753;2;4;2;4;2,89;4
SO75111;31-07-2020;07-08-2020;19072;1;3;1;6;1,83;4
SO75112;31-07-2020;07-08-2020;21523;1;4;1;7;1,93;4
SO75113;31-07-2020;07-08-2020;21524;2;2;1;8;1,42;4
SO75114;31-07-2020;07-08-2020;24704;1;3;2;2;1,82;4
SO75115;31-07-2020;07-08-2020;26832;2;3;1;9;1,19;4
SO75116;31-07-2020;07-08-2020;16402;1;3;4;6;7,77;4
SO75117;31-07-2020;07-08-2020;18178;2;1;2;2;8,65;4
SO75118;31-07-2020;07-08-2020;13671;2;3;2;9;5,14;4
SO75119;31-07-2020;07-08-2020;11981;2;3;4;1;7,4;4
SO75120;31-07-2020;07-08-2020;18749;2;1;2;8;4,66;4
SO75121;31-07-2020;07-08-2020;15251;1;3;4;8;5,31;4
SO75122;31-07-2020;07-08-2020;15868;2;2;2;3;5,89;4
SO75123;31-07-2020;07-08-2020;18759;2;4;1;8;2,84;4
SO63964;11-02-2020;18-02-2020;23027;1;1;3;4;6,59;4
SO63965;11-02-2020;18-02-2020;11724;2;4;3;9;0;4
SO63966;11-02-2020;18-02-2020;18822;1;1;3;1;2,27;4
SO63967;11-02-2020;18-02-2020;24755;2;3;1;8;4,58;4
SO63968;11-02-2020;18-02-2020;21745;1;1;3;9;7,83;4
SO63969;11-02-2020;18-02-2020;13858;1;3;1;4;9,37;4
SO63970;11-02-2020;18-02-2020;23458;1;2;3;10;0;4
SO63971;11-02-2020;18-02-2020;28496;1;1;4;8;3,51;4
SO63972;11-02-2020;18-02-2020;18623;1;3;1;3;3,14;4
SO63973;11-02-2020;18-02-2020;13179;2;4;2;7;2,84;4
SO63974;11-02-2020;18-02-2020;14561;1;3;2;8;1,71;4
SO63975;11-02-2020;18-02-2020;11184;2;3;1;4;4,52;4
SO63976;11-02-2020;18-02-2020;11800;2;2;3;1;1,65;4
SO63977;11-02-2020;18-02-2020;14660;1;3;3;1;0;4
SO63978;11-02-2020;18-02-2020;16019;1;3;4;4;6,27;4
SO63979;11-02-2020;18-02-2020;16906;2;2;1;10;6,54;4
SO63980;11-02-2020;18-02-2020;15369;2;2;1;1;2,01;4
SO63981;11-02-2020;18-02-2020;12599;2;1;1;9;8,44;4
SO63982;11-02-2020;18-02-2020;24009;2;1;4;3;8,64;4
SO63983;11-02-2020;18-02-2020;27581;2;3;2;10;8,66;4
SO63984;11-02-2020;18-02-2020;21179;2;3;1;2;6,6;4
SO63985;11-02-2020;18-02-2020;14065;2;4;2;9;2,58;4
SO63986;11-02-2020;18-02-2020;26098;1;3;2;4;8,56;4
SO63987;11-02-2020;18-02-2020;26245;2;1;3;4;8,89;4
SO63988;11-02-2020;18-02-2020;26529;1;3;2;10;9,7;4
SO63989;11-02-2020;18-02-2020;23059;2;3;3;1;1,75;4
SO63990;11-02-2020;18-02-2020;17600;2;3;3;1;0;4
SO63991;11-02-2020;18-02-2020;28364;1;4;1;7;3,39;4
SO63992;11-02-2020;18-02-2020;22515;2;4;2;8;0;4
SO63993;11-02-2020;18-02-2020;29452;2;4;3;8;9,1;4
SO63994;11-02-2020;18-02-2020;14671;2;2;3;2;2,45;4
SO63995;11-02-2020;18-02-2020;12003;1;2;3;9;3,5;4
SO63996;12-02-2020;19-02-2020;20622;2;1;3;8;8,48;4
SO63997;12-02-2020;19-02-2020;11631;2;3;1;6;8,4;4
SO63998;12-02-2020;19-02-2020;11962;2;3;1;4;2,83;4
SO63999;12-02-2020;19-02-2020;16175;2;1;3;10;5,59;4
SO64000;12-02-2020;19-02-2020;14311;1;3;4;10;4,77;4
SO64001;12-02-2020;19-02-2020;17724;2;2;2;7;7,3;4
SO64002;12-02-2020;19-02-2020;22957;1;4;2;9;6,27;4
SO64003;12-02-2020;19-02-2020;15026;1;3;4;6;5,18;4
SO64004;12-02-2020;19-02-2020;28213;2;3;3;8;5,15;4
SO64005;12-02-2020;19-02-2020;14237;1;2;4;3;6,37;4
SO64006;12-02-2020;19-02-2020;13956;1;4;4;9;4,35;4
SO64007;12-02-2020;19-02-2020;13592;2;2;4;2;5,93;4
SO64008;12-02-2020;19-02-2020;11185;1;3;1;9;9,7;4
SO64009;12-02-2020;19-02-2020;11502;1;2;2;8;0;4
SO64010;12-02-2020;19-02-2020;28983;2;3;2;4;2,23;4
SO64011;12-02-2020;19-02-2020;28811;2;3;1;4;3,24;4
SO64012;12-02-2020;19-02-2020;27627;2;4;3;4;0;4
SO64013;12-02-2020;19-02-2020;28010;2;4;3;1;5,74;4
SO64014;12-02-2020;19-02-2020;27248;1;1;4;1;2,59;4
SO64015;12-02-2020;19-02-2020;27913;2;1;3;4;5,71;4
SO64016;12-02-2020;19-02-2020;25983;2;1;1;1;8,31;4
SO64017;12-02-2020;19-02-2020;25024;1;2;4;4;4,05;4
SO64018;12-02-2020;19-02-2020;14658;2;1;2;2;1,93;4
SO64019;12-02-2020;19-02-2020;21625;2;3;4;1;1,77;4
SO64020;12-02-2020;19-02-2020;21639;1;4;2;1;7,46;4
SO64021;12-02-2020;19-02-2020;12074;1;4;4;10;3,81;4
SO64022;12-02-2020;19-02-2020;18873;2;3;2;1;9,07;4
SO64023;12-02-2020;19-02-2020;20016;1;3;3;1;8,04;4
SO64024;12-02-2020;19-02-2020;19012;2;4;3;4;6,37;4
SO64025;12-02-2020;19-02-2020;21494;2;1;4;8;5,8;4
SO64026;12-02-2020;19-02-2020;14383;2;3;4;4;0;4
SO64027;12-02-2020;19-02-2020;14786;1;2;1;10;5,11;4
SO64028;12-02-2020;19-02-2020;20951;2;3;4;6;5,33;4
SO64029;12-02-2020;19-02-2020;24555;1;1;4;2;8,57;4
SO64030;12-02-2020;19-02-2020;22498;1;1;4;7;7,71;4
SO64031;12-02-2020;19-02-2020;22707;2;2;4;3;5,26;4
SO64032;12-02-2020;19-02-2020;21684;1;1;1;10;4,84;4
SO64033;12-02-2020;19-02-2020;27832;1;2;1;9;4,24;4
SO64034;12-02-2020;19-02-2020;25496;2;3;1;6;8,48;4
SO64035;12-02-2020;19-02-2020;14662;1;4;2;4;1,87;4
SO64036;12-02-2020;19-02-2020;13027;2;2;1;8;9,42;4
SO64037;12-02-2020;19-02-2020;15346;1;2;4;4;6,5;4
SO64038;12-02-2020;19-02-2020;15404;2;3;3;4;2,5;4
SO64039;12-02-2020;19-02-2020;21189;1;4;2;10;0;4
SO64040;12-02-2020;19-02-2020;24005;2;1;3;8;3,97;4
SO64041;12-02-2020;19-02-2020;13529;1;3;3;9;9,96;4
SO64042;12-02-2020;19-02-2020;11032;1;1;3;3;1,08;4
SO64043;12-02-2020;19-02-2020;24754;1;2;2;4;9,36;4
SO64044;12-02-2020;19-02-2020;23041;1;2;4;4;7,19;4
SO64045;12-02-2020;19-02-2020;23047;2;2;4;4;9,83;4
SO64046;12-02-2020;19-02-2020;18651;2;4;2;1;1,32;4
SO64047;12-02-2020;19-02-2020;22490;1;4;3;9;4,41;4
SO64048;12-02-2020;19-02-2020;27171;1;2;4;7;1,36;4
SO64049;12-02-2020;19-02-2020;15699;2;4;1;7;4,65;4
SO64050;12-02-2020;19-02-2020;29094;1;2;4;2;6,03;4
SO64051;12-02-2020;19-02-2020;29342;1;4;2;3;6,79;4
SO64052;12-02-2020;19-02-2020;27879;1;3;1;8;1,23;4
SO64053;12-02-2020;19-02-2020;23996;1;2;3;3;9,63;4
SO64054;13-02-2020;20-02-2020;22321;2;3;4;7;4,28;4
SO64055;13-02-2020;20-02-2020;15242;2;1;2;6;3,4;4
SO64056;13-02-2020;20-02-2020;17058;1;3;1;2;9,91;4
SO64057;13-02-2020;20-02-2020;22206;1;1;3;6;3,78;4
SO64058;13-02-2020;20-02-2020;21178;2;3;4;2;9,62;4
SO64059;13-02-2020;20-02-2020;22919;1;1;3;3;3,54;4
SO64060;13-02-2020;20-02-2020;26741;1;1;3;10;8,88;4
SO64061;13-02-2020;20-02-2020;15577;2;3;3;8;4,37;4
SO64062;13-02-2020;20-02-2020;15142;1;2;3;8;1,43;4
SO64063;13-02-2020;20-02-2020;19585;2;4;1;9;7,8;4
SO64064;13-02-2020;20-02-2020;17317;2;4;3;3;4,16;4
SO64065;13-02-2020;20-02-2020;15002;2;2;2;9;3,92;4
SO64066;13-02-2020;20-02-2020;11428;1;1;3;3;2,31;4
SO64067;13-02-2020;20-02-2020;17900;1;4;2;7;1,92;4
SO64068;13-02-2020;20-02-2020;14186;1;3;3;10;7,86;4
SO64069;13-02-2020;20-02-2020;17792;1;3;4;7;1,63;4
SO64070;13-02-2020;20-02-2020;16829;1;4;4;9;5,91;4
SO64071;13-02-2020;20-02-2020;16822;2;4;2;9;3,93;4
SO64072;13-02-2020;20-02-2020;16603;1;2;1;9;1,12;4
SO64073;13-02-2020;20-02-2020;12012;2;4;4;7;9,97;4
SO64074;13-02-2020;20-02-2020;11310;2;4;1;4;1,96;4
SO64075;13-02-2020;20-02-2020;11631;1;3;4;9;6,52;4
SO64076;13-02-2020;20-02-2020;28100;1;1;1;4;7,22;4
SO64077;13-02-2020;20-02-2020;25195;1;1;2;4;1,81;4
SO64078;13-02-2020;20-02-2020;24678;2;2;2;4;7,2;4
SO64079;13-02-2020;20-02-2020;11185;2;3;1;2;5,86;4
SO64080;13-02-2020;20-02-2020;23737;2;1;2;4;3,15;4
SO64081;13-02-2020;20-02-2020;24226;1;1;2;4;4,99;4
SO64082;13-02-2020;20-02-2020;21908;1;1;4;1;7,52;4
SO64083;13-02-2020;20-02-2020;14480;2;3;4;9;1,05;4
SO64084;13-02-2020;20-02-2020;21237;2;1;1;4;9,01;4
SO64085;13-02-2020;20-02-2020;13231;1;2;4;9;2,29;4
SO64086;13-02-2020;20-02-2020;18946;2;3;3;4;0;4
SO64087;13-02-2020;20-02-2020;12140;1;1;2;2;8,64;4
SO64088;13-02-2020;20-02-2020;16153;1;4;2;1;3,57;4
SO64089;13-02-2020;20-02-2020;26095;1;1;3;8;3,61;4
SO64090;13-02-2020;20-02-2020;14435;1;2;1;4;5,2;4
SO64091;13-02-2020;20-02-2020;13803;2;4;2;10;3,64;4
SO64092;13-02-2020;20-02-2020;14932;2;4;1;9;2,48;4
SO64093;13-02-2020;20-02-2020;21852;1;4;3;7;8,29;4
SO64094;13-02-2020;20-02-2020;24554;1;2;4;2;7,98;4
SO64095;13-02-2020;20-02-2020;22512;2;1;4;7;7,78;4
SO64096;13-02-2020;20-02-2020;27165;1;4;2;9;0;4
SO64097;13-02-2020;20-02-2020;11128;2;2;1;1;7,21;4
SO64098;13-02-2020;20-02-2020;11804;1;2;4;1;4,95;4
SO64099;13-02-2020;20-02-2020;13215;1;1;4;4;8,36;4
SO64100;13-02-2020;20-02-2020;20638;1;2;1;4;6,55;4
SO64101;13-02-2020;20-02-2020;16061;1;2;4;4;3,96;4
SO64102;13-02-2020;20-02-2020;15348;2;4;4;1;7,72;4
SO64103;13-02-2020;20-02-2020;27122;2;2;3;10;2,81;4
SO64104;13-02-2020;20-02-2020;25823;2;4;4;3;8,45;4
SO64105;13-02-2020;20-02-2020;12570;2;4;3;8;5,7;4
SO64106;13-02-2020;20-02-2020;14070;1;3;1;2;0;4
SO64107;13-02-2020;20-02-2020;14051;1;2;1;8;7,23;4
SO64108;13-02-2020;20-02-2020;13965;2;4;2;10;5,3;4
SO64109;13-02-2020;20-02-2020;29237;1;3;2;4;1,59;4
SO64110;13-02-2020;20-02-2020;24760;1;4;2;1;5,08;4
SO64111;13-02-2020;20-02-2020;26112;1;3;3;1;4,6;4
SO64112;13-02-2020;20-02-2020;23042;2;4;1;4;3,71;4
SO64113;13-02-2020;20-02-2020;20765;1;1;2;4;7,15;4
SO64114;13-02-2020;20-02-2020;27141;1;4;1;9;5,53;4
SO64115;14-02-2020;21-02-2020;25602;2;3;2;8;8,92;4
SO64116;14-02-2020;21-02-2020;11800;2;2;4;1;4,93;4
SO64117;14-02-2020;21-02-2020;20415;2;2;2;3;6,03;4
SO64118;14-02-2020;21-02-2020;24599;2;2;2;8;3,31;4
SO64119;14-02-2020;21-02-2020;23535;2;3;3;3;6,29;4
SO64120;14-02-2020;21-02-2020;17290;1;2;1;7;5,64;4
SO64121;14-02-2020;21-02-2020;16622;1;2;1;8;3,63;4
SO64122;14-02-2020;21-02-2020;12344;2;4;4;6;9,35;4
SO64123;14-02-2020;21-02-2020;17885;2;2;2;6;8,84;4
SO64124;14-02-2020;21-02-2020;22309;2;2;2;7;9,19;4
SO64125;14-02-2020;21-02-2020;21055;1;1;3;3;8,83;4
SO64126;14-02-2020;21-02-2020;17191;1;3;4;8;3,97;4
SO64127;14-02-2020;21-02-2020;12279;1;4;2;8;1,87;4
SO64128;14-02-2020;21-02-2020;12874;1;4;2;6;6,09;4
SO64129;14-02-2020;21-02-2020;12280;2;1;4;7;3,12;4
SO64130;14-02-2020;21-02-2020;28594;1;4;2;1;7,61;4
SO64131;14-02-2020;21-02-2020;11619;1;1;4;6;9,71;4
SO64132;14-02-2020;21-02-2020;28242;2;2;2;4;8,61;4
SO64133;14-02-2020;21-02-2020;27018;1;2;2;4;6,13;4
SO64134;14-02-2020;21-02-2020;11711;1;1;1;8;9,3;4
SO64135;14-02-2020;21-02-2020;23201;2;1;4;4;3,61;4
SO64136;14-02-2020;21-02-2020;21938;2;2;1;1;7,75;4
SO64137;14-02-2020;21-02-2020;21338;1;1;3;4;5,19;4
SO64138;14-02-2020;21-02-2020;29323;2;4;2;7;1,91;4
SO64139;14-02-2020;21-02-2020;19686;2;1;1;4;4,3;4
SO64140;14-02-2020;21-02-2020;15326;2;1;4;4;6,05;4
SO64141;14-02-2020;21-02-2020;16359;1;2;2;1;1,85;4
SO64142;14-02-2020;21-02-2020;16457;1;1;4;8;1,33;4
SO64143;14-02-2020;21-02-2020;17832;1;4;1;2;6,06;4
SO64144;14-02-2020;21-02-2020;20599;1;4;3;8;9,21;4
SO64145;14-02-2020;21-02-2020;29405;2;4;3;8;6,44;4
SO64146;14-02-2020;21-02-2020;20907;2;2;3;6;1,43;4
SO64147;14-02-2020;21-02-2020;21005;2;1;1;3;2,42;4
SO64148;14-02-2020;21-02-2020;23634;2;4;3;8;4,72;4
SO64149;14-02-2020;21-02-2020;16386;2;1;3;8;5,9;4
SO64150;14-02-2020;21-02-2020;25663;1;2;2;3;1,69;4
SO64151;14-02-2020;21-02-2020;12100;2;2;1;4;8,42;4
SO64152;14-02-2020;21-02-2020;12413;1;1;1;1;6,58;4
SO64153;14-02-2020;21-02-2020;12952;2;2;3;4;5,44;4
SO64154;14-02-2020;21-02-2020;14727;2;1;2;1;3,37;4
SO64155;14-02-2020;21-02-2020;15493;1;3;2;1;9,43;4
SO64156;14-02-2020;21-02-2020;16987;1;3;3;2;8,72;4
SO64157;14-02-2020;21-02-2020;15379;1;2;3;4;0;4
SO64158;14-02-2020;21-02-2020;15398;2;1;2;4;0;4
SO64159;14-02-2020;21-02-2020;15051;1;3;2;2;7,19;4
SO64160;14-02-2020;21-02-2020;19339;2;2;4;6;3,6;4
SO64161;14-02-2020;21-02-2020;17220;2;1;3;9;7,65;4
SO64162;14-02-2020;21-02-2020;24159;1;1;1;6;5,56;4
SO64163;14-02-2020;21-02-2020;24165;1;2;1;9;2,94;4
SO64164;14-02-2020;21-02-2020;25819;2;4;3;9;8,05;4
SO64165;14-02-2020;21-02-2020;11993;1;2;3;8;3,78;4
SO64166;14-02-2020;21-02-2020;14047;1;2;4;9;3,31;4
SO64167;14-02-2020;21-02-2020;23015;2;2;3;4;0;4
SO64168;14-02-2020;21-02-2020;23017;2;3;4;1;2,4;4
SO64169;14-02-2020;21-02-2020;20678;1;4;4;4;0;4
SO64170;14-02-2020;21-02-2020;20647;1;4;3;4;8,45;4
SO64171;14-02-2020;21-02-2020;17596;1;1;3;1;6,34;4
SO64172;14-02-2020;21-02-2020;17572;2;2;2;4;3,55;4
SO64173;14-02-2020;21-02-2020;17573;1;2;2;4;2,44;4
SO64174;14-02-2020;21-02-2020;24187;1;3;3;10;4,3;4
SO64175;14-02-2020;21-02-2020;13260;1;1;3;7;0;4
SO64176;14-02-2020;21-02-2020;14101;2;2;3;10;1,31;4
SO64177;14-02-2020;21-02-2020;12009;1;4;3;6;2,42;4
SO64178;15-02-2020;22-02-2020;11501;2;3;2;8;9,9;4
SO64179;15-02-2020;22-02-2020;18300;1;1;1;8;3,98;4
SO64180;15-02-2020;22-02-2020;18192;1;1;2;6;9,06;4
SO64181;15-02-2020;22-02-2020;20407;2;3;2;3;6,12;4
SO64182;15-02-2020;22-02-2020;18253;1;1;2;2;5,84;4
SO64183;15-02-2020;22-02-2020;16589;2;4;1;9;8,51;4
SO64184;15-02-2020;22-02-2020;17948;2;4;3;9;8,56;4
SO64185;15-02-2020;22-02-2020;16272;2;1;1;6;6,01;4
SO64186;15-02-2020;22-02-2020;12285;2;1;2;7;1,92;4
SO64187;15-02-2020;22-02-2020;15675;2;2;3;9;3,74;4
SO64188;15-02-2020;22-02-2020;11498;2;3;2;9;3;4
SO64189;15-02-2020;22-02-2020;27990;1;4;3;4;6,15;4
SO64190;15-02-2020;22-02-2020;28812;2;1;4;4;3,22;4
SO64191;15-02-2020;22-02-2020;14084;2;2;3;9;4,59;4
SO64192;15-02-2020;22-02-2020;11214;1;4;1;1;1,53;4
SO64193;15-02-2020;22-02-2020;27749;1;1;1;4;9,63;4
SO64194;15-02-2020;22-02-2020;26721;2;3;4;4;3,94;4
